Mangled Symbol, Demangled Symbol, Is Matched
"_ZN2al18PadUiKeyInputAddonC1EPN4sead10ControllerE","al::PadUiKeyInputAddon::PadUiKeyInputAddon(sead::Controller *)",false
"_ZN2al18PadUiKeyInputAddon4calcEv","al::PadUiKeyInputAddon::calc(void)",false
"_ZNK2al18PadUiKeyInputAddon27checkDerivedRuntimeTypeInfoEPKN4sead15RuntimeTypeInfo9InterfaceE","al::PadUiKeyInputAddon::checkDerivedRuntimeTypeInfo(sead::RuntimeTypeInfo::Interface const*)const",false
"_ZNK2al18PadUiKeyInputAddon18getRuntimeTypeInfoEv","al::PadUiKeyInputAddon::getRuntimeTypeInfo(void)const",false
"_ZN2al18PadUiKeyInputAddonD0Ev","al::PadUiKeyInputAddon::~PadUiKeyInputAddon()",false
