Mangled Symbol, Demangled Symbol, Is Matched
"_ZN2al19ModelAdditionalInfoC2EPKNS_18GraphicsSystemInfoE","al::ModelAdditionalInfo::ModelAdditionalInfo(al::GraphicsSystemInfo const*)",false
"_ZN2al19ModelAdditionalInfo18activateEnvTextureEPN3agl11DrawContextEiPKNS_9ModelCtrlEbb","al::ModelAdditionalInfo::activateEnvTexture(agl::DrawContext *,int,al::ModelCtrl const*,bool,bool)",false
"_ZN2al19ModelAdditionalInfo31tryActivateDepthShadowMapAndUboEPN3agl11DrawContextEPNS_18DepthShadowMapInfoE","al::ModelAdditionalInfo::tryActivateDepthShadowMapAndUbo(agl::DrawContext *,al::DepthShadowMapInfo *)",false
"_ZN2al19ModelAdditionalInfo33activateDummyDepthShadowMapAndUboEPN3agl11DrawContextE","al::ModelAdditionalInfo::activateDummyDepthShadowMapAndUbo(agl::DrawContext *)",false
