Mangled Symbol, Demangled Symbol, Is Matched
"_ZNK2al20CameraTriangleFilter17isInvalidTriangleERKNS_8TriangleE","al::CameraTriangleFilter::isInvalidTriangle(al::Triangle const&)const",false
"_ZNK2al31CameraTriangleFilterOnlyCeiling17isInvalidTriangleERKNS_8TriangleE","al::CameraTriangleFilterOnlyCeiling::isInvalidTriangle(al::Triangle const&)const",false
"_ZNK2al30SubjectiveCameraTriangleFilter17isInvalidTriangleERKNS_8TriangleE","al::SubjectiveCameraTriangleFilter::isInvalidTriangle(al::Triangle const&)const",false
