Mangled Symbol, Demangled Symbol, Is Matched
"_ZN2al12ArchiveEntryC2Ev","al::ArchiveEntry::ArchiveEntry(void)",false
"_ZN2al12ArchiveEntry4loadEv","al::ArchiveEntry::load(void)",false
"_ZN2al12ArchiveEntry18setLoadRequestInfoERKN4sead14SafeStringBaseIcEEPNS1_4HeapEPNS1_10FileDeviceE","al::ArchiveEntry::setLoadRequestInfo(sead::SafeStringBase<char> const&,sead::Heap *,sead::FileDevice *)",false
"_ZN2al12ArchiveEntry13getArchiveResEv","al::ArchiveEntry::getArchiveRes(void)",false
"_ZN2al12ArchiveEntry5clearEv","al::ArchiveEntry::clear(void)",false
