Mangled Symbol, Demangled Symbol, Is Matched
"_ZN2al17BalloonOrderGroupC1ERKNS_13PlacementInfoE","al::BalloonOrderGroup::BalloonOrderGroup(al::PlacementInfo const&)",false
"_ZNK2al17BalloonOrderGroup7isEqualERKNS_13PlacementInfoE","al::BalloonOrderGroup::isEqual(al::PlacementInfo const&)const",false
"_ZN2al17BalloonOrderGroup17registerRequesterEPKNS_9LiveActorEPKNS_17IUseEventFlowDataERKNS_13ActorInitInfoE","al::BalloonOrderGroup::registerRequester(al::LiveActor const*,al::IUseEventFlowData const*,al::ActorInitInfo const&)",false
"_ZNK2al17BalloonOrderGroup21isEnableAppearBalloonEPKNS_9LiveActorE","al::BalloonOrderGroup::isEnableAppearBalloon(al::LiveActor const*)const",false
"_ZN2al17BalloonOrderGroup6updateERKN4sead7Vector3IfEE","al::BalloonOrderGroup::update(sead::Vector3<float> const&)",false
