Mangled Symbol, Demangled Symbol, Is Matched
"_ZN2al19SpectrumTextureInfoC2Ev","al::SpectrumTextureInfo::SpectrumTextureInfo(void)",false
"_ZN2al15SpectrumTextureC2ERKNS_19SpectrumTextureInfoEPNS_18GraphicsSystemInfoE","al::SpectrumTexture::SpectrumTexture(al::SpectrumTextureInfo const&,al::GraphicsSystemInfo *)",false
"_ZN2al15SpectrumTextureD2Ev","al::SpectrumTexture::~SpectrumTexture()",false
"_ZNK2al15SpectrumTexture7drawFFTEPN3agl11DrawContextERKNS1_11TextureDataEb","al::SpectrumTexture::drawFFT(agl::DrawContext *,agl::TextureData const&,bool)const",false
