Mangled Symbol, Demangled Symbol, Is Matched
"_ZN2al12CollisionObjC2ERKNS_13ActorInitInfoEPNS_8ResourceEPKcPNS_9HitSensorEPKN4sead8Matrix34IfEES7_","al::CollisionObj::CollisionObj(al::ActorInitInfo const&,al::Resource *,char const*,al::HitSensor *,sead::Matrix34<float> const*,char const*)",false
"_ZN2al12CollisionObjC1ERKNS_13ActorInitInfoEPNS_8ResourceEPKcPNS_9HitSensorEPKN4sead8Matrix34IfEES7_","al::CollisionObj::CollisionObj(al::ActorInitInfo const&,al::Resource *,char const*,al::HitSensor *,sead::Matrix34<float> const*,char const*)",false
