Mangled Symbol, Demangled Symbol, Is Matched
"_ZN2al11PartsEffectC2Ev","al::PartsEffect::PartsEffect(void)",false
"_ZN2al11PartsEffect4initEPKNS_16EffectSystemInfoEPKcPKN4sead7Vector3IfEESA_PKNS6_8Matrix34IfEEPKNS_10IUseCameraE","al::PartsEffect::init(al::EffectSystemInfo const*,char const*,sead::Vector3<float> const*,sead::Vector3<float> const*,sead::Matrix34<float> const*,al::IUseCamera const*)",false
"_ZN2al11PartsEffect6updateEv","al::PartsEffect::update(void)",false
"_ZN2al11PartsEffect4killEv","al::PartsEffect::kill(void)",false
"_ZNK2al11PartsEffect15getEffectKeeperEv","al::PartsEffect::getEffectKeeper(void)const",false
