Mangled Symbol, Demangled Symbol, Is Matched
"_ZN2al18AreaCameraSwitcherC2EPNS_14CameraDirectorEPNS_15AreaObjDirectorEi","al::AreaCameraSwitcher::AreaCameraSwitcher(al::CameraDirector *,al::AreaObjDirector *,int)",false
"_ZN2al18AreaCameraSwitcher31makeAllAreaCameraAfterPlacementEv","al::AreaCameraSwitcher::makeAllAreaCameraAfterPlacement(void)",false
"_ZNK2al18AreaCameraSwitcher16getSwitchInfoPtrEi","al::AreaCameraSwitcher::getSwitchInfoPtr(int)const",false
"_ZN2al18AreaCameraSwitcher6updateERKN4sead7Vector3IfEEbb","al::AreaCameraSwitcher::update(sead::Vector3<float> const&,bool,bool)",false
"_ZN2al18AreaCameraSwitcher17updateEmptyTargetEv","al::AreaCameraSwitcher::updateEmptyTarget(void)",false
"_ZNK2al18AreaCameraSwitcher18getAreaObjDirectorEv","al::AreaCameraSwitcher::getAreaObjDirector(void)const",false
"_ZNK2al18AreaCameraSwitcher17getCameraDirectorEv","al::AreaCameraSwitcher::getCameraDirector(void)const",false
"_ZThn8_NK2al18AreaCameraSwitcher17getCameraDirectorEv","`non-virtual thunk to'al::AreaCameraSwitcher::getCameraDirector(void)const",false
